Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities,"Bus 
Involvement",Time of Day
20185021,WA,9,2018,Tuesday,14:15:00,Single,No,No,No,110,Driver,Male,16,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay (S),Local Road,No,No,0_to_16,Weekday,Day,2,No,Day
20185021,WA,9,2018,Tuesday,14:15:00,Single,No,No,No,110,Passenger,Male,16,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay (S),Local Road,No,No,0_to_16,Weekday,Day,2,No,Day
20181151,NSW,9,2018,Thursday,16:35:00,Single,No,No,No,110,Driver,Male,18,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,17_to_25,Weekday,Day,1,No,Day
20181124,NSW,9,2018,Saturday,17:15:00,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,17_to_25,Weekend,Day,1,No,Day
20181250,NSW,9,2018,Friday,19:42:00,Multiple,No,No,No,60,Driver,Female,17,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,17_to_25,Weekend,Night,2,No,Night
20182125,Vic,8,2018,Saturday,00:50:00,Single,No,No,No,80,Passenger,Male,12,Inner Regional Australia,Shepparton,Greater Shepparton (C),Collector Road,No,No,0_to_16,Weekend,Night,1,No,Night
20185127,WA,8,2018,Saturday,01:30:00,Single,No,No,No,70,Pedestrian,Female,16,Remote Australia,Western Australia - Outback (South),Esperance (S),Local Road,No,No,0_to_16,Weekend,Night,1,No,Night
20184072,SA,8,2018,Sunday,13:30:00,Single,No,No,No,100,Driver,Male,17,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),Local Road,No,No,17_to_25,Weekend,Day,1,No,Day
20181246,NSW,8,2018,Monday,16:00:00,Single,No,No,No,100,Driver,Male,14,Outer Regional Australia,Far West and Orana,Dubbo Regional,Local Road,No,No,0_to_16,Weekday,Day,1,No,Day
20181158,NSW,8,2018,Friday,16:50:00,Single,No,Yes,No,60,Pedestrian,Male,16,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road,No,No,0_to_16,Weekday,Day,1,No,Day
20183155,Qld,8,2018,Sunday,17:00:00,Single,No,No,No,100,Passenger,Male,14,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,0_to_16,Weekend,Day,1,No,Day
20182190,Vic,8,2018,Tuesday,17:28:00,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Melbourne - South East,Cardinia (S),Sub-arterial Road,No,No,17_to_25,Weekday,Day,1,No,Day
20183040,Qld,7,2018,Sunday,00:00:00,Single,No,No,No,50,Motorcycle rider,Male,17,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,17_to_25,Weekend,Night,1,No,Night
20185011,WA,7,2018,Tuesday,18:23:00,Single,No,No,No,50,Pedestrian,Male,15,Major Cities of Australia,Perth - North East,Mundaring (S),Arterial Road,No,No,0_to_16,Weekday,Night,1,No,Night
20183195,Qld,5,2018,Sunday,01:00:00,Single,No,No,No,80,Pedestrian,Male,18,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,17_to_25,Weekend,Night,1,No,Night
20182108,Vic,5,2018,Wednesday,07:00:00,Single,No,Yes,No,80,Pedestrian,Female,14,Major Cities of Australia,Melbourne - Outer East,Maroondah (C),National or State Highway,No,No,0_to_16,Weekday,Day,1,No,Day
20184060,SA,5,2018,Sunday,11:05:00,Single,No,No,No,100,Passenger,Female,15,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable (DC),Sub-arterial Road,No,No,0_to_16,Weekend,Day,1,No,Day
20183108,Qld,5,2018,Saturday,14:00:00,Single,No,No,No,110,Driver,Male,17,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,17_to_25,Weekend,Day,1,No,Day
20183033,Qld,5,2018,Sunday,15:00:00,Multiple,No,No,No,60,Passenger,Male,15,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,0_to_16,Weekend,Day,1,No,Day
20181154,NSW,5,2018,Sunday,23:20:00,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,17_to_25,Weekend,Night,1,No,Night
20183047,Qld,4,2018,Saturday,01:00:00,Single,No,No,No,110,Passenger,Male,16,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi (R),National or State Highway,No,No,0_to_16,Weekend,Night,2,No,Night
20183047,Qld,4,2018,Saturday,01:00:00,Single,No,No,No,110,Driver,Male,17,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi (R),National or State Highway,No,No,17_to_25,Weekend,Night,2,No,Night
20181047,NSW,4,2018,Thursday,01:15:00,Multiple,No,Yes,No,60,Driver,Male,17,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Collector Road,No,No,17_to_25,Weekday,Night,1,No,Night
20181087,NSW,4,2018,Monday,18:45:00,Multiple,No,No,No,100,Passenger,Male,18,Outer Regional Australia,New England and North West,Narrabri,National or State Highway,No,Yes,17_to_25,Weekday,Night,1,No,Night
20185017,WA,4,2018,Sunday,22:15:00,Single,No,No,No,-9,Passenger,Male,18,Inner Regional Australia,Western Australia - Wheat Belt,Murray (S),Local Road,No,No,17_to_25,Weekend,Night,1,No,Night
20183032,Qld,3,2018,Saturday,00:00:00,Single,No,No,No,100,Passenger,Male,16,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,0_to_16,Weekend,Night,1,No,Night
20187008,NT,3,2018,Saturday,02:30:00,Single,No,No,No,60,Driver,Female,18,Remote Australia,Northern Territory - Outback,Alice Springs (T),Sub-arterial Road,No,No,17_to_25,Weekend,Night,1,No,Night
20181078,NSW,3,2018,Saturday,15:20:00,Single,No,No,No,80,Passenger,Male,17,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,17_to_25,Weekend,Day,1,No,Day
20181164,NSW,3,2018,Friday,16:05:00,Multiple,No,Yes,No,80,Driver,Female,17,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,Sub-arterial Road,No,No,17_to_25,Weekday,Day,1,No,Day
20184075,SA,3,2018,Friday,17:40:00,Multiple,No,Yes,No,60,Pedal cyclist,Male,14,Outer Regional Australia,South Australia - Outback,Whyalla (C),Collector Road,No,No,0_to_16,Weekday,Day,1,No,Day
20187021,NT,3,2018,Wednesday,19:03:00,Multiple,No,No,No,90,Motorcycle rider,Male,16,Outer Regional Australia,Darwin,Litchfield (M),Sub-arterial Road,No,No,0_to_16,Weekday,Night,1,No,Night
20181174,NSW,3,2018,Friday,19:24:00,Multiple,No,No,No,60,Passenger,Male,17,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Arterial Road,No,Yes,17_to_25,Weekend,Night,1,No,Night
20183152,Qld,3,2018,Tuesday,23:00:00,Single,No,No,No,60,Passenger,Female,17,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No,17_to_25,Weekday,Night,1,No,Night
20181230,NSW,2,2018,Friday,00:01:00,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Riverina,Cootamundra-Gundagai,Arterial Road,No,No,17_to_25,Weekday,Night,1,No,Night
20181090,NSW,2,2018,Monday,07:25:00,Single,No,No,No,50,Pedestrian,Female,17,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,17_to_25,Weekday,Day,1,No,Day
20181001,NSW,2,2018,Saturday,07:42:00,Multiple,No,No,No,100,Driver,Male,17,Major Cities of Australia,Sydney - Outer South West,Wollondilly,Arterial Road,No,No,17_to_25,Weekend,Day,2,No,Day
20182168,Vic,2,2018,Wednesday,08:35:00,Single,No,No,No,100,Passenger,Female,15,Inner Regional Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,0_to_16,Weekday,Day,1,No,Day
20185009,WA,2,2018,Wednesday,15:37:00,Single,No,No,No,110,Driver,Female,17,Outer Regional Australia,Bunbury,Manjimup (S),Local Road,No,No,17_to_25,Weekday,Day,1,No,Day
20183160,Qld,2,2018,Tuesday,17:00:00,Single,No,No,No,80,Driver,Male,17,Very Remote Australia,Queensland - Outback,Mornington (S),Local Road,No,No,17_to_25,Weekday,Day,1,No,Day
20185133,WA,2,2018,Thursday,17:54:00,Single,No,No,No,80,Driver,Male,16,Major Cities of Australia,Perth - North East,Mundaring (S),National or State Highway,No,No,0_to_16,Weekday,Day,1,No,Day
20181118,NSW,2,2018,Friday,19:55:00,Single,No,No,No,50,Pedestrian,Male,18,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road,No,No,17_to_25,Weekend,Night,1,No,Night
20181039,NSW,1,2018,Monday,00:10:00,Multiple,No,No,No,60,Passenger,Female,17,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road,Yes,No,17_to_25,Weekend,Night,1,No,Night
20182200,Vic,1,2018,Tuesday,10:35:00,Multiple,No,Yes,No,100,Driver,Male,18,Inner Regional Australia,Bendigo,Greater Bendigo (C),National or State Highway,No,No,17_to_25,Weekday,Day,1,No,Day
20181286,NSW,1,2018,Saturday,11:48:00,Single,No,No,No,80,Motorcycle rider,Male,18,Inner Regional Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway,No,No,17_to_25,Weekend,Day,1,No,Day
20187007,NT,1,2018,Thursday,22:40:00,Single,No,No,No,60,Pedestrian,Female,18,Remote Australia,Northern Territory - Outback,Alice Springs (T),Sub-arterial Road,No,No,17_to_25,Weekday,Night,1,No,Night
